Id	Score	Text
710	5	Unbelievably good for instant, and a great price at a little over $.50/cup when purchased in bulk. Great for my office and at home when I don't have the time to brew a whole pot.
711	5	I tried a lot of gluten free bread before I found Pamelas.  It is the best and you can make it in your bread machine.  It is dense and moist and tastes great and you can add items to make different variations.
712	4	I Ordered  German Johnson  tomato seeds. I got just what I ordered, looked like about 80 seeds, and four weeks ago I planted them into a prepared bed (Oct.16th ... living in southernmost Texas, my  summer  is in the winter). The price seemed a little high ($1.29), but when I realized it included S&H as well, I was happy enough. Many companies were charging more.<br />Seeds sprouted up in a week, and now 1 month after planting I count 124 plants (not bad out of  80 seeds ), mostly 4-6  tall, and ready to transplant into rows!<br />I raise vegetables organically on a small truck-garden for the Farmer Markets in my area. In a few months I'll let you know what my customers & I thought of the tomatoes themselves. Thank you, Seed Needs... sincerely.
713	2	I just did not care for this.  Put it on a bowl of cereal and tasted the sweetness an hour later.  I think it is too sweet for table sugar use but may work fine in cooking.  It is really really fine, does not look or taste like sugar.  I am always looking for a natural replacement but so far Aspertame seems to be the one I choose.  Like I said, I am always ready to find a better one, but this isn't it in my opinion.
714	5	My dog loves these chews. My 45 pound Aussie puppy devours rawhides in minutes, but these treats last for several days. Definitely worth a try!
715	5	I love it!!! I drink every morning for my energy.  Also, I drink it in the afternoon for my energy.  Green tea and black tea are the same thing to prevent cancer.  I dont like the taste of green tea.  Ginger-peach-black tea are the perfect sweet tea.  I add a very little stevia sugar.  I make the cold tea in the refrigerator and I drink it with stevia sugar.  I can't live without my favorite tea as The Republic of Ginger Peach Back Tea everyday.<br />B.
716	2	The Good: The Marley Coffee One Love coffee pods are simple to use and even simpler to clean up.  Just remove the pod from the basket and throw away.  At $10 a box, the price per cup is not bad, either.<br /><br />The Bad:  The coffee is weak tasting.  I tried several pods with differing amounts of water and the coffee still tasted weak.  My pods were  Exotic Floral and Berry  flavored and this flavoring gave the coffee a strong, unpleasant aftertaste.  It didn't seem too bad the first few sips, but the aftertaste became more and more unpleasant as I drank the coffee.  I could not finish a full cup.  My daughter and my sister also tried the coffee and they thought it had an unpleasant taste.  Part of the problem could be that I am not fond of flavored coffees.  I believe that Marley Coffee comes in an espresso flavor and that might be better.<br /><br />I cannot recommend this coffee.
717	5	If you're searching for a good, no sugar added blueberry for use in baking, mixing in a smoothie or with your yogurt, you can't go wrong with these.
718	5	There simply is nothing as good for an afternoon cup of coffee as this Yirgacheffe is.  Since my wife and I discovered coffee from Blacksmith Coffee Roastery, we've purchased no other brand.  The full flavor, the consistent quality, are unmatched.
719	4	Cheaper than the other meal replacement shakes without sacrificing too much flavor. I used to use the GNC lean shakes, but they got too costly.
720	4	With a 5 year old who has several food allergies, it is so had to find breakfast foods and treats that are like regular store items. He loves these tasty pastries and I love the fact that they are all natural and organic.<br />I highly recommend for all children.
721	4	I recently switched my dogs to this food because it won the taste test.  I got free samples of about 30 different foods, and this one was their favorite out of all of them!  Orijen and EVO came in as close seconds.  They love Alpha!  I can use it as treats for training, and they like it enough to work for it enthusiastically.  I do have a complaint that is is very low in calories, which means you feed more, which means it's more expensive.  But, my one dog is overweight, and is on a diet, so I decided a low calorie food may be good for him for a while.  My dogs have only been on it a week, but so far, they're pooping regularly and normally.
722	5	I'm not sure if I would pay $10 + shipping for these, since I bought them for $3 at the local convenience store in Waikiki--one box (14 pieces) between a few people could easily disappear within minutes. That being said, they taste great! The chocolate in the Mauna Loa equivalent is a little sweeter, but more comparable to Hershey's milk chocolate--I prefer these. Each piece contains about 2 macadamia nuts.
723	5	My cat loves this cat food! He likes the big chunks and if I mix it with another variety which is smaller nuggets he sifts through and pulls out the bigger oral care pieces. Another plus - my cat is 13 and has never had his teeth cleaned. The Vet believes the oral care chunks have been beneficial in keeping down the tartar on his teeth.
724	5	I also grew up on the east coast (USA), where this was, and may still be, readily available. We ate it on pancakes, ice cream, pumpkin pie..... Mom also used it in baking. None other matches the thick richness of this syrup, or the taste! Whenever I've gone back east, I've stocked up!
725	5	Living in Florida near the water resulted in lots of shrimp in the freezer last fall. We enjoy our fried shrimp lightly coated, and this cracker meal is one of the best. Tried store after store then looked on line and ordered a case from Amazon delivered right to my door. Shared some with my mother and stored the extra boxes in the freezer. Save gas,Shop on line!
726	5	BB Lamb and Rice keeps my two greyhounds in top shape.  My male is a very picky eater, and even turns up his nose at homemade chicken and rice, but he bolts this kibble down.  I add a couple of tablespoons of BB canned food with warm water to make a gravy on my greyhounds' kibbles, and they love it.  Greyhounds require very high protein feed in measured amounts or they don't thrive.  I've found this product to be excellent for them.
727	4	So, my dog likes it. I'll just get that out there right away.<br />But, it's awkward to carry and can be messy (which I didn't think it would be) but since you have to sometimes give it a little encouragement to get anything to come out, sometimes it just decides  Oh you want ALL of it!  and I have a sticky snouted puppy.<br />And, she has since lost interest in it and prefers treats she can smell better.
728	5	These beef jerky medallions are delicious. Have tried both teriyaki and peppered. (both great) Can't just eat one.  Great gift idea too!
729	4	My wife and I love Crystal Light and we drink some every day.  We like that they have a broad selection of flavors and you can switch around between them to keep yourself from getting tired of the same old taste.  We just recently purchased some of their new Mocktail flavors to try.<br /><br />This one is an Appletini flavor.  We don't drink Appletinis so we have nothing to compare it too but it is not bad.  My first impression was that the flavor was a little weak when compared to the other Crystal Light products.  We had just made the mix with cool water and had it with lunch.  The next day it was much colder out of the refrigerator and the flavor was much better.<br /><br />We like Crystal Light because it contains no sugar and caffeine which we both need to reduce in our diets.  This product does have 5 calories per 8 ounce serving but that is very low and not an issue for us. Each packet makes 2 quarts and each tube contains 5 packets.  That means this four pack will make 10 gallons of drink.<br /><br />I gave this 4 stars as it is a good product but not necessarily my favorite flavor but, I would drink it again!
730	5	This vanilla makes all the difference in the flavoring of anything it dives into.  I would highly recommend it even if it sounds a bit pricey when compared to normal grocery store brands.  The vanilla taste is pungent and makes whatever you are adding it to even better than you could want.<br /><br />I was thrilled it came in the 32 oz. size bottle because with the pourer it is easy to use and there is enough I didn't feel I had to limit my use of it.<br /><br />This is the kind of product that once you've tried it you'll be unable to use any other brand again.  Fabulous results await if you'll give into the temptations of Madagascar!!!!
731	5	My son went to England and brought back this tea.  I fell in love with it and could not find it here in Florida.  Amazon!!! and the price was great and I just love my PG Tips Tea.
732	5	<a href= http://www.amazon.com/gp/product/B003MSS1X0 >Art of Appreciation Gift Baskets Happy Birthday To You! Gourmet Food Gift Tower</a>I was very satisfied, the product arrived on time, even I placed the order just few days before my boyfriend's birthday. He said that the goodies were great!
733	2	LONG STORY SHORT: These cost too much, are not good for dipping, and suffer from the tiniest bit of humidity. Do not buy.<br /><br />THE WHOLE STORY:<br /><br />I was so excited when I saw these Rothchild Pretzel Dippers for sale. I was having a little get together with the swanky ladies down the block and I wanted to be certain that what I had to offer for our Book Club snack items were up to snuff. I ordered some Rothchild Red Pepper Dip <a href= http://www.amazon.com/gp/product/B0045DO9QY >Red Pepper Dip</a>and got out my Mother's antique China snack plates and was all set to go. I even had matching crystal pieces, one for the Pretzels and a smaller one for the Red Pepper Dip. As suits the snooty lady image, our book of the month was SOUL BY SOUL: <a href= http://www.amazon.com/gp/product/0674005392 >Soul by Soul: Life Inside the Antebellum Slave Market</a>.<br /><br />Now, I am neither particularly swanky, snooty, nor snobby. I had moved into a new neighborhood and wanted to make a decent impression on the nice ladies that invited me to join their book club. I wore my Blue Jeans, a top with some  hip  sequins and my blue sandals. That's it. It's me, just me, and I will try to give you some good food, be polite, and see if we can all have a good time.<br /><br />So, I had various snack type foods available, a bit of wine, some Iced Tea with Peaches, a little Perrier for looks and off we went. It is a good thing the other ladies were QUITE POLITE because the Pretzel Dippers were a flop. They looked and tasted pretty much like the square Snyder's Pretzels that can be purchased at the local cut rate grocery store: a. The square snaps:<a href= http://www.amazon.com/gp/product/B000G7V3K8 >Snyder's of Hanover Pretzel Snaps, 10-Ounce Packages (Pack of 12)</a> or b.<a href= http://www.amazon.com/gp/product/B003XOYSTE >Snyder's of Hanover - Old Fashioned Dipping Stix Pretzels - 10-oz. Bag (Pack of 3)</a>. Actually, Snyder's dipping pretzels are the stick kind while Rothchild's resemble Snyder's little square ones with square holes in them.<br /><br />DRIPPERS INSTEAD OF DIPPERS: So, you can figure out right away, that Rothchild's Dipping Pretzels with holes allow all but the sturdiest of dip to drip or squish through the holes. My Snyders Red Pepper Dip had enough substance to it that the peppers DID stay on the pretzel, but the liquid that was associated with the Pepper Dip dripped right through. Good we had Mom's china to catch the drips. Paper plates would have inevitable become soggy. Thankfully, I had also made a Cream Cheese Based Dip and it DID stay on the Pretzels without any dripping. But, exactly what was the point? Making a sweet cream cheese dips that ends up being tried on Pretzels, instead of the intended bagel chips, was kind of a waste. So, I did not like these dippers because they would have been more appropriately labeled DRIPPERS.<br /><br />TASTE: The Rothchild taste was very Plain. Snyder's Pretzel taste, in my opinion, is much superior. I thought for the price that Rothschild might have thrown in a secret taste ingredient that made them worth the price. That was not so. Basically, they tasted like your usual prtzel with a little less salt.<br /><br />SOGGINESS: DID THEY STAND THE TEST OF TIME: I live in Arizona where the humidity is almost nil. Snyders Pretzels, The regular Rold Golds, and even those tubs of pretzels that the boss buys and sets out in the office hold up and stay fresh for 2 or 3 months with no problem. Not Rothschid Dippers. By day 5 after the party, these Rothchild Pretzels were starting to give, bend, and show signs of initial sogginess.<br /><br />MY SUGGESTION: Skip the Pricey Rothchild Pretzels. If it has to be Pretzels, you may as well go with the regular old Rold Golds. But, my real and truest suggestion, if dip is coming into play, Use Tostitos Scoops tortillia Chips. They are built for dipping and scooping and the nice ladies won't think you wasted your money on some high priced doo dad that is mostly for looks. Instead, they will think you are a smart, frugal little gal who fits right in with the crowd.  On the other hand, if you want it to look like you spent a bundle on a snack food with no redemptive taste, use as a dipper, or an item that makes it price worth the money, go ahead, buy the Rothchilds. I found them to be tasteless and a total waste of money. No recommendation from me!
734	2	I had this product for dinner one night- suffice to say that it looks and tastes very much like dog food. However, for the price, you get a meal that is edible and somewhat filling.
735	5	Im addicted to this on my rice. its great on anything bland and you wont have to add salt because it adds so much flavor. the taste isnt just hot but has a great depth and the sesame seeds add texture. cant have rice without it anymore.<br /><a href= http://www.amazon.com/gp/product/B0002YGSJQ >House - Shichimi Togarashi 0.63 Oz.</a>
736	1	I think the person equates gluten with wheat. Gluten is also in other grains, especially rye. See [...] This product is a good whole grain food, however to call it Gluten free is just plain wrong (and I wonder if dangerous to those with celiac disease).
737	3	Catnip needs to be carefully cultivated (I read) so that other plants do not creep into the field.  Also, it must be fresh to really get the cat to respond.  My beloved cat did not react as I expected; truly effective catnip has a narcotic effect on susceptible cats, putting them in a spell almost.  My cat could take or leave this catnip unless it was really laid on heavily.
738	5	I had previously become addicted to the original Dave's Insanity Sauce after randomly coming across it in a nearby Target store. After becoming bored with all the other common sauces on the market I decided to give Mr. Dave's a shot. I instantly loved the burn that the original contained. I used it as a regular hot sauce, coating everything I could in the stuff. However, I became tolerant and wanted something more. Behold the Ultimate Insanity Sauce which I just had to order and received in the mail today. I have to say it was only slightly hotter than the original and was disappointed that it was not more. I still plan to use this as a sauce on burritos, chicken, salads, etc. On another note, it is not a MUST that you only use sparingly as some have mentioned. You just have to enjoy high heat sauces and have a tolerance for them. As for people including the unimportant  burns on the way out  comments...no one really cares to hear you speak of that. And for the record my stomach is used to it and it does not have said effect on me whatsoever. Bottom line great hot sauce for cooking or like me everyday use. Side note: I ate 2 tablespoons of original on You Tube and plan on doing this one as well. Search:  Dave's Insanity Bitch Slap  and enjoy.
739	1	This water tastes like sewage!!! Don't be hyped into buying it like I was. In going back and doing the research, there is nothing in this product that our bodies need except the water, which you can find in your kitchen. It looks horrible and tastes worse! If you feel you need to drink black/brown water, put some water in a glass, go out to your garden and dig up some dirt to add to it.
740	5	I originally bought a couple of these from babies-R-us for my 16month old daughter to have as a snack when we went to sea world. I figured it was healthy and something she can hold onto and feed herself, since ya know at this age they are getting oh so independent and want to do everything for themselves!! She loves them! We now buy them by the case from amazon because buying them individually from babies-r-us is just a little expensive, and here you get a pack of 12 for $17! Being a first time mom I have tried and failed with a lot of things for her snacks so now I actually taste everything that I give her and hey even I would eat these as a snack!!
741	5	We are loving this soup mix , I agree with the other reviewer in that you do need to add a bit more water than specified , especially if you like your soup to have broth or are adding other ingredients like fresh carrots or potatoes .  We only added salt , pepper the first time making it and used vegetable boulion cubes to flavor the water  and it was good with just those ingredients .  The next time we made it we used water and vegetable broth and added some onion , garlic powder , salt , pepper and after the soup mix cooked for about half an hour added some thinly sliced fresh carrots and Potatoes (you can also cook the carrots for about ten minutes before adding them to the soup if you like them really soft ) it was very good and the kids even asked for seconds ! This is a great mix to have around , you can add any thing you like to the soup mix or use it by itself and it is still taste great .
742	5	I was very pleased at how fast I received the Cat Man Doo bonito flakes since I am in a remote location.  My cat absolutely loves them.  I like the fact that they are fish and not a lot of carbs and fillers.
743	5	I put so much cream and sugar into my coffee that my friend likes to joke that I'm not so much into coffee as I'm into  coffee-flavored confections.  I was reading John Burdett's <a href= http://www.amazon.com/gp/product/0307474291 >Vulture Peak</a> and the main character talked about drinking  3-in-1.  Intrigued, I looked it up and found a couple of different brands, and decided on G7. I wasn't disappointed. The coffee is strong and there's just the right balance between coffee, lightener and sugar. It also makes a great iced coffee. The best part is how easy it is to make. Consider me a fan.
744	5	This is the best earl grey tea I have ever had and I am a real tea snob. It is smooth,heavy and has a great aroma.It feels like you have really had a cup of tea when you are finished. I was a Twinings only before this-this beats it hands down.
745	5	The Gloria Jean's Hazelnut K cups i ordered were full of delicious coffee.  So convenient to have my favorite flavor available to me in such a short time.  The price was a real deal as well.  Best value I've found so far.
746	5	As a mom of 2 teens one being a diabetic I am always looking for healthy low carb snack...I found it YUMMMMY these really are great and then next best thing to homemade!!
747	5	Our little Jack Russell came to us with a very sad tummy. Everything just came right back up. We tried rice and chicken - that seemed to make it worse. So we switched the protein and the carb by going to this food; and he has been eating and playing and getting in trouble just like he should be ever since - big or small size kibbles - he manages either just fine.
748	5	this is a must have if you like soy sauce or like to add salt on everything. the pack of 3 is great. comes out to about $6 a bottle & they are big. Highly recommend
749	5	I LOVE ALL MY COFFEE PURCHASE. I AM ALWAYS BUYING THEM AT AMAZON BECAUSE THE PRICE IS CHEAPER AND I CAN GET AWIDE VARIETY
750	5	I use this BBQ sauce on everything! Burgers, fries, you name it! I got it for a great price from Amazon as well, which combined with free shipping makes it an absolute no-brainer.
751	3	I ate these as a child and there were a lot more peanuts in them then. I still enjoy them but bet they's sell a lot more if they hadn't cheapened them up.
752	1	Every Walden Farms calorie-free product I tried was terrible, including this one. It's not just that it's not as good as  the real thing,  but it is truly AWFUL! Don't waste your money.
753	2	After the disaster that was the Rescue WHYTR-BB8 W-H-Y Trap for Wasps, Hornets and Yellow Jackets, I decided to try the Victor Poison-Free M370 Yellow Jacket Magnet Disposable Bag Trap.  The swelling had receded from all of my newly acquired stings and I was ready for revenge.  This had trap had to work - I mean, how could it not?  There are pictures of yellow jackets trapped in the bag on the box!<br /><br />Oh how wrong I was.  I filled the bag with apple juice and bait and hung it on a tree next to my garage.  I sat in wait, watching the bag and waiting for the buzzing vermin circle the bag.  One even landed on top of the plastic rim.  It left, but not before it mocked me by doing a jig.<br /><br />I left the bag up for four weeks with no results.  When I went out to get it I noticed a wasp nest FIVE FEET AWAY!  Yup, this whole queen catcher line is complete garbage.  The nest was approximately 1/3 of the way built and not one stupid worker bee was floating in the bag!  Granted these were paper wasps and not a member of the subfamily Vespinae - yellow jackets, but the nest was already about the size of a softball!<br /><br />I was suddenly inspired and decided to use the bag to take care of the wasp problem.  I ripped the yellow plastic off and dumped the fluid.  I inverted the bag and wrapped it around my hand, like you do when you're picking up dog poop.  I grabbed the nest and quickly folded the bag around the top.  Perfect fit!  I shook the bag up and held it to my face to taunt the now enraged wasps.  How satisfying.  Then I tossed it in my trashcan and wandered off.<br /><br />Unfortunately wasps can actually live for more than an hour in a closed trashcan, as I discovered much to my horror when I tossed out the remains of the Rescue WHYTR-BB8 W-H-Y Trap for Wasps, Hornets and Yellow Jackets.  Oh boy were the wasps mad at me!  Now I know that I have a high immunity to both yellow jacket AND paper wasp stings.
754	5	Oh my these are good!  Really good!  I'm not fond of the trail mix with raisins and so I did some research and came across these.  Soooo glad I did.  They are Fabulous!  A perfect blend of almonds, honey roasted peanuts, sesame sticks, dark chocolate covered soy nuts (for that added sweet, but not too sweet....and soft as heaven!), walnuts and pecans.  Excellent, excellent product.  Already on subscribe and save.  The kids love them as do the parents.  Sure to please anyone.<br /><br />Highly Recommend!
755	5	My cat is very finicky.  He eats only what he wants to eat and nothing else.  He has, on occasion, practicably starved himself because he didn't like the brand or flavor of food that I bought.  A short time ago he broke his foot, and while he is all better now, the doctors recommended an herbal supplement on days where his arthritis has really bothered him.  Giving him this pill, however, has turned out to be more traumatic experience, if not making the pain even worse then before I gave it to him.  Popping it into the Pill Pockets makes for a much better solution.  He thinks he's getting a treat, and although the first few times he was unwary, he has grown to love the treats and never noticing a pill inside.  I would recommend this to all finicky cats everywhere.
756	5	These are exactly what I ordered! Yumma-lishish. At first I was irritated at how high the shipping was but then I shopped around and this place is actually the most reasonable shipping around, so don't I feel silly! It was just as ordered.
757	1	Note on my rating: the one star rating that I gave was for the poor marketing of this product, not on the quality or taste.  The folks at Puck could have done a much better job in naming this product something closer to what it is (a bag, not a  pod ), and amazon could have done a much better job separating this product from k-cup products, thereby saving me the cost and inconvenience of ordering this product by mistake.
758	1	Horrible after taste. I'm not sure what sugar they used but it ruined the product. Haven't found anything that tastes like starbucks yet but still searching.
759	4	Puroast Low Acid Coffee Low Acid Coffee French Roast, 3-Ounce Bags<br /><br />  I suffer from acid reflux and heartburn after eating and drinking certain foods.  I have always loved coffee but I just could not handle the heartburn and other stomach problems after drinking coffee. I was so excited to see this available because I would love to start drinking coffee again on a more regular basis.<br /><br />I have a 12 pot coffee maker and I only used 10 cups to brew for this pot of coffee and it was too potent for me. The aroma is wonderful but with 3ozs of coffee I needed to add more water. After adding additional water to the pot I found that it was drinkable for me. There is a mouthful of flavor in every sip with absolutely no aftertaste. No major coffee breath!<br />French roast has a naturally burnt/smokey taste to begin with and in this coffee you can really taste it. I just think I prefer a different roast type.<br />  As far as the low acidity I was really happy about not having to suffer after a cup or several cups of coffee. Since this coffee comes in different roasts and flavors, I would seriously consider buying it to alleviate the negative side effects from drinking regular coffee.
760	5	Popchips are great. I got the barbeque in the single serving, 100 calorie size.  It's the best way to get 100 calories I know of!  They were not broken or squashed in shipping either. Amazon is always careful about that. I'd buy them again.
761	5	This is a fantastic product! The price is great for organic rye flour -- it's at least twice as much in conventional grocery stores, if you can even find it. The packaging is great as well -- no worries about spilled flour or anything. And the flour itself is wonderful -- really delicious and fresh. I hope Amazon continues to carry this product; it's great to know I can buy 25 pounds of wonderful rye flour at a fantastic price and have it on my doorstep the next day.
762	5	I am recently new to the Keurig world.  I've tried a handful of flavors since I've gotten my machine, and have been just ok with most of the flavors tried.  Fog Chaser has restored my faith in my investment!  Try this!  Coffee shop taste and at a better price than Keurig K Cups!
763	5	i was a die hard Teavana fan until they discontinued (retired) several of my favorite teas<br />including Assam Gold Rain FTGFOP though i had some left i decided to give this a try and was<br />pleasantly surprised, it is full bodied w slight astringent qualities balanced by sweet notes at<br />the start w a nice malty finish.<br />i drink it straight up w raw sugar &/ or raw honey.<br />it is about the same price as Teavana's Assam was (if you buy it on Amazon) i will be buying more soon<br />my friends and family love it also by the way.
764	5	I have to say I am NOT particularly a fan of sweet potatoes but I love these chips.  These chips are unique and a great, healthier alternative to  standard  chips.  I will pack them in the kids lunches and take them to work as a snack.  So glad I took a chance and tried them.
765	5	Okay so for those of you hesitating thinking this is going to taste too much like something a staunch old man sitting in a ritzy Victorian library would drink, its not. Its also not like the stuff the teens would swill behind the bleachers in high school during winter football games. Wait, maybe that was just at my school. Anyway this stuff is GOOOOOD!<br /><br />Someone else said in their review it reminded them of Juicy Fruit gum and they totally hit the nail on the head with that assessment! Had this not been named  Brandy  I would have thought it was a fruit blend - not a punch like Hawaiian Punch, not even a tropical mixture, but just a really yummy sweet fruit blend of some kind. I really wish I could pick out specific fruit flavor elements to relate to you but I can't. Fruit Medley is all I can think of but there is a whipped cream like aspect to it, something that really makes you feel like you bit into some ripe juicy fruit (no pun intended) and it really does taste like that gum! This is one your kids would LOVE! Seriously if you want to get your kids or anyone in the family into matcha I would suggest this or the butterscotch matcha! Just make a latte with some milk, and some vanilla or sweet cream non dairy creamer! Add ice, stir LOVE!<br /><br />Now as for the Brandy aspect here. Its really not all that present to me. Yes I do get a SLIGHT and I mean SLIGHT alcohol effect - sort of a little twang or ting, but not really so much warming as brandy is known for.<br /><br />When I was younger, in my teens, I rode both western and equestrian, and trained horses. That was another life time ago. We would always have some brandy on us to keep warm in the winter wether out on the ranch repairing fences or preparing for a fox hunt (we did not really hunt the foxes I would have no part in that so don't worry) it was more of a Mock Hunt. LOL This matcha does bring back some fond memories of that but its not the same, and I doubt that you really could get the same result from anything but brandy itself but for all intents and purposes this is a very good flavor, a really nice experience, and one I will absolutely be ordering again! I know I say that about a lot of the matcha I have tried, and I have tried a lot of them but this along with about 5 others are THE matcha I can't be without! The  alcohol  effect is just enough for those who have had brandy to recognize but not so much that those who do not like brandy, have never had it, or should not have it, won't even notice. Its like being able to recognize any flavor, you kind of have to have experienced it before to know what it is. Without knowing what it is all you will notice is this AMAZING fruit festival in your mouth!
766	4	This was a great product, shipped quickly and was hassle free. I will consider buying this on a regular basis.
767	5	My dogs love them.  I wish they lasted longer because my dogs fly through treats.  But they do last longer than just a regular treat, but not as long as a chew bone.
768	5	I have been purchasing this German potato salad for years but my local store just stopped carrying it. so of course I looked to Amazon.  My mother, born in Germany, and now living alone, eats this probably a couple times per month. So glad I found it and will subscribe and save!
769	5	For Anybody who thinks there isnt a hot sauce  hot  enough .. THIS IF THE ONE!!! first of all the delivery on this want amazing ...in two days it came, and i live several states away from the shipping place. the smell, smells sweet. kinda but the taste, OMG! i used a tooth pick first to start it out. my tongue was burning up! and that was a tooth pick taste.second day i decided to take in a table spoon. ( dummest idea) out of my entire Life!!! there a point that you start to panic and dont know what to do... at that time, i got some of that sauce in my eye.. kinda melted my eye.. went to the doctor and yea wasnt pretty..... my left eye is smaller than my right!!!  surgery in a couple of weeks.. but that was my fault. wasnt careful.. daves hot sauce is number one on my list.. try it..just be careful to wash your hands after. you wont be disappointed!!!
770	5	Any dog puppy to senior and any breed dog loves these treats.  They go crazy over them!!!  They are healthy too.  I have been buying them for a few years now.  How I first found out about them is I read an article online about the oldest dog to live ate these treats.  So that made me want to buy them for the health of them.  So I do feel good about feeding healthy treats that dogs really like the taste of!!!
771	5	i found the packets at walmart for 57 cents i believe, but when i went back a week later they didn't have anymore! i also checked cvs and walgreens and they didn't have it either. i was so happy i found it on amazon and in cans which i think is a better deal than packets because you get more product. this is definately the best hot chocolate i've ever had. the peppermint isn't over powering like most peppermint hot chocolates i've had. i'll definately be buying more when i run out!
772	5	We used to have drive down to the specialty pet food store for this product.  So glad we discovered Amazon.  As far as I can tell it is no more expensive & in some cases less - Prime membership is awesome.  Loving Pets treats are some of the best according to my dog.  They do not develop that nasty smell like some dog treats do.
773	5	Always spread it on any cheese or try it with a Jacket Potato, Grated Cheese and then put the pickle on top..<br /><br />Luscious and chunky<br /><br />David<br />http://www.britishchap.com
774	1	Let me start by saying that, unlike many other reviewers, I have absolutely no idea what kind of oil is good or bad for hair.  I have, however, always used and liked coconut oil products and, when I saw that listed as one of the ingredients (along with shea butter), I thought I would give it a try.<br /><br />I was also interested in this product more for my dry ends rather than for my scalp.<br /><br />Now, I've read many of the other reviews where they refer to this as an  ethnic  hair product.  I read the product description and all the information on the product itself, and don't see that anywhere.  But, since it seems to be an issue, I am mixed race with very long, fine, wavy hair.  I use no  ethnic  hair products and never have.<br /><br />On to the product:<br />I decided to use a very small drop of the product strictly on the ends of my hair.  The drop was smaller than a dime.  I rubbed it onto my hands and then into my hair.<br /><br />The smell was not unpleasant and didn't linger very long in my hair.<br /><br />The oil was very greasy.  It coated my hands unpleasantly and left an unpleasant sheen in my hair.  I didn't like the way that it looked so, although the instructions didn't say to do so, I brushed it in.  That made it a bit better, however my hair still looked greasy and heavy.<br /><br />The plain fact is that, like anyone else, I like my hair to look clean. Instead of imparting a healthy shine, this product made my hair look greasy and unwashed.<br /><br />Simply put, I will not be using it again.
775	5	Our family drinks about two gallons of iced tea a day. Liptons gallon size bags make it easy to have iced tea on hand at all times. We put 3/4 cup of sugar into hot tap water add one tea bag and let it sit on the counter for a couple hours, remove the tea bag stir and refrigerate. So simple and so refreshing.
776	4	I still love Nutella, but at 21g of sugar a serving I was looking for something a bit more guiltless. I saw the small packs at Target and decided to give it a try. I'm always a little skeptical, and have tried other chocolate spreads but once I tasted this one I knew I had found it. I do miss the creamy texture of Nutella, but the flavor is spot on, although more nutty/hazelnut than Nutella. This is a compromise for my health where I don't feel like I'm missing out. I don't even mind that it has less sugar - it's still plenty sweet to satisfy me. I'll probably still buy Nutella from time to time, but I think Justin's will be my staple!
777	2	I went out on a limb and purchased this 50 pack of Jet Fuel because of so many good reviews.  Let me start by saying, I like STRONG coffee.  Espresso is fine with me, and when I make my own coffee I make it as strong as can be.  If all I have is instant I  at least quadruple the amount of coffee to water.  In other words, I like a strong coffee, and Jet Fuel by my standards is strong in flavor only.  Okay strong isn't the best word; HARSH would be a better word.  It's not a pleasurable drinking experience.<br /><br />I took some to work to let a coworker try it, and I think he nailed the aroma and flavor of this Jet Fuel coffee.  He said it's like a dirty ashtray.  After he said that it clicked in my mind.  Dang, yes that is what it tastes like.  Now, I will give the benefit of the doubt that I got a bad batch, but so far since I was a sucker and bought 50 of them, I keep drinking them usually adding instant coffee, or another nicer flavored coffee to it to kill the ashtray flavor because all of them taste the same so far.<br /><br />Be warned, I'm no stranger to harsh coffee, but this IMHO is not a pleasant harsh.<br /><br />J
778	5	I use these treats for training my Maine Coon.  These are great for training because they are soft enough to break into small pieces and the cat can eat them quickly and await your next command.  You do need to keep them sealed and in the refrigerator after opening and use before the expiration date.
779	2	These coffee pods smell very strong when you first open them. however; preparing them as instructed (8 oz. water per pod) it comes out so translucent and weak. Maybe the company just has not gotten the coffee grounds to water ratio right yet. For now I would not recommend this purchase.
780	4	I bought these at Trader Joe's last Christmas (I like TJ's better than Amazon for real-time shopping since they have a tasting corner and they're definitely NOT virtual'.) It was an impulse buy, meant to be gifted. I tried one package and loved them; ate the other package, too -- please don't tell my relatives.  By the time I decided I had to have more the items were out of stock at both places.  Oh well, I placed it on my Wish List and will wait 'til next year or, maybe better, take a trip to Spain and get some there.
781	5	My family loves this product! Even my son who said he hates coconut now uses it on toast and to grill veggies. Smells like fresh coconut and tastes amazing! I recommend this product to everyone.
782	5	I'm not some fringe mustard snob. I like what i like. it seems odd to me to write a review of mustard, but this stuff has really earned it, and i was just so excited to see that it is now available on Amazon that i decided to clarify things for those who have not tried it. this  stuff is made with beer. in fact, the first ingredient on the label is  Beer.  they're not joking either; you can really taste it. this stuff is absolutely worth going out of your way to get for bratwurst, burgers, or pretty much anything. it's rather hard to find in grocery stores, even specialty food stores and high-end groceries, so having it online is very convenient. the point is, do yourself a favor and try this stuff on some grilled brats from the butcher. you will never eat another one without thinking about this mustard.
783	5	These jerky sticks are really good. They aren't fatty like most sticks and I really like the taste. I find I like these much better than typical beef jerky. The packaging and size are also great. I recommend these for anyone who likes jerky or is looking for a low-fat/high-protein snack-on-the-go.
784	5	These are my favorite variety from the KIND bars. If you are expecting a chewy and sweet (very sweet) bar that does not make you feel guilty, this is the right kind of bar for you! Additionally, the price on amazon is very good as they retail on other places for over 2 dollars a piece!
